Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
2006,Turin,Skating,Figure skating,"LAMBIEL, Stephane",Switzerland,Men,Individual,Silver
2006,Turin,Skating,Figure skating,"SLUTSKAYA, Irina",Russia,Women,Individual,Bronze
2006,Turin,Skating,Figure skating,"ARAKAWA, Shizuka",Japan,Women,Individual,Gold
2006,Turin,Skating,Figure skating,"COHEN, Sasha",United States,Women,Individual,Silver
2006,Turin,Skating,Figure skating,"SHEN, Xue",China,Women,Pairs,Bronze
2006,Turin,Skating,Figure skating,"ZHAO, Hongbo",China,Men,Pairs,Bronze
2006,Turin,Skating,Figure skating,"MARININ, Maxim",Russia,Men,Pairs,Gold
2006,Turin,Skating,Figure skating,"TOTMIANINA, Tatiana",Russia,Women,Pairs,Gold
2006,Turin,Skating,Figure skating,"ZHANG, Dan",China,Women,Pairs,Silver
2006,Turin,Skating,Figure skating,"ZHANG, Hao",China,Men,Pairs,Silver
2006,Turin,Skating,Short Track Speed Skating,"OHNO, Apolo Anton",United States,Men,1000M,Bronze
2006,Turin,Skating,Short Track Speed Skating,"AHN, Hyun-Soo","Korea, South",Men,1000M,Gold
2006,Turin,Skating,Short Track Speed Skating,"LEE, Ho-Suk","Korea, South",Men,1000M,Silver
2006,Turin,Skating,Short Track Speed Skating,"YANG (A), Yang",China,Women,1000M,Bronze
2006,Turin,Skating,Short Track Speed Skating,"JIN, Sun-Yu","Korea, South",Women,1000M,Gold
2006,Turin,Skating,Short Track Speed Skating,"WANG, Meng",China,Women,1000M,Silver
2006,Turin,Skating,Short Track Speed Skating,"LI, JiaJun",China,Men,1500M,Bronze
2006,Turin,Skating,Short Track Speed Skating,"AHN, Hyun-Soo","Korea, South",Men,1500M,Gold
2006,Turin,Skating,Short Track Speed Skating,"LEE, Ho-Suk","Korea, South",Men,1500M,Silver
2006,Turin,Skating,Short Track Speed Skating,"WANG, Meng",China,Women,1500M,Bronze
2006,Turin,Skating,Short Track Speed Skating,"JIN, Sun-Yu","Korea, South",Women,1500M,Gold
2006,Turin,Skating,Short Track Speed Skating,"CHOI, Eun-Kyung","Korea, South",Women,1500M,Silver
2006,Turin,Skating,Short Track Speed Skating,"CAPURSO, Marta",Italy,Women,3000M Relay,Bronze
2006,Turin,Skating,Short Track Speed Skating,"FONTANA, Arianna",Italy,Women,3000M Relay,Bronze
2006,Turin,Skating,Short Track Speed Skating,"ZINI, Katia",Italy,Women,3000M Relay,Bronze
2006,Turin,Skating,Short Track Speed Skating,"ZINI, Mara",Italy,Women,3000M Relay,Bronze
2006,Turin,Skating,Short Track Speed Skating,"BYUN, Chun-Sa","Korea, South",Women,3000M Relay,Gold
2006,Turin,Skating,Short Track Speed Skating,"CHOI, Eun-Kyung","Korea, South",Women,3000M Relay,Gold
2006,Turin,Skating,Short Track Speed Skating,"JEON, Da-Hye","Korea, South",Women,3000M Relay,Gold
2006,Turin,Skating,Short Track Speed Skating,"JIN, Sun-Yu","Korea, South",Women,3000M Relay,Gold
2006,Turin,Skating,Short Track Speed Skating,"KANG, Yun-Mi","Korea, South",Women,3000M Relay,Gold
2006,Turin,Skating,Short Track Speed Skating,"KRAUS, Alanna",Canada,Women,3000M Relay,Silver
2006,Turin,Skating,Short Track Speed Skating,"LEBLANC-BOUCHER, Anouk",Canada,Women,3000M Relay,Silver
2006,Turin,Skating,Short Track Speed Skating,"OVERLAND, Amanda",Canada,Women,3000M Relay,Silver
2006,Turin,Skating,Short Track Speed Skating,"ROBERGE, Kalyna",Canada,Women,3000M Relay,Silver
2006,Turin,Skating,Short Track Speed Skating,"VICENT, Tania",Canada,Women,3000M Relay,Silver
2006,Turin,Skating,Short Track Speed Skating,"IZYKOWSKI, Alex",United States,Men,5000M Relay,Bronze
2006,Turin,Skating,Short Track Speed Skating,"KEPKA, J.p.",United States,Men,5000M Relay,Bronze
2006,Turin,Skating,Short Track Speed Skating,"OHNO, Apolo Anton",United States,Men,5000M Relay,Bronze
2006,Turin,Skating,Short Track Speed Skating,"SMITH, Rusty",United States,Men,5000M Relay,Bronze
2006,Turin,Skating,Short Track Speed Skating,"AHN, Hyun-Soo","Korea, South",Men,5000M Relay,Gold
2006,Turin,Skating,Short Track Speed Skating,"LEE, Ho-Suk","Korea, South",Men,5000M Relay,Gold
2006,Turin,Skating,Short Track Speed Skating,"OH, Se-Jong","Korea, South",Men,5000M Relay,Gold
2006,Turin,Skating,Short Track Speed Skating,"SEO, Ho-Jin","Korea, South",Men,5000M Relay,Gold
2006,Turin,Skating,Short Track Speed Skating,"SONG, Suk-Woo","Korea, South",Men,5000M Relay,Gold
2006,Turin,Skating,Short Track Speed Skating,"BEDARD, Eric",Canada,Men,5000M Relay,Silver
2006,Turin,Skating,Short Track Speed Skating,"GUILMETTE, Jonathan",Canada,Men,5000M Relay,Silver
2006,Turin,Skating,Short Track Speed Skating,"HAMELIN, Charles",Canada,Men,5000M Relay,Silver
2006,Turin,Skating,Short Track Speed Skating,"TREMBLAY, Francois-Louis",Canada,Men,5000M Relay,Silver
2006,Turin,Skating,Short Track Speed Skating,"TURCOTTE, Mathieu",Canada,Men,5000M Relay,Silver
2006,Turin,Skating,Short Track Speed Skating,"AHN, Hyun-Soo","Korea, South",Men,500M,Bronze
2006,Turin,Skating,Short Track Speed Skating,"OHNO, Apolo Anton",United States,Men,500M,Gold
2006,Turin,Skating,Short Track Speed Skating,"TREMBLAY, Francois-Louis",Canada,Men,500M,Silver
2006,Turin,Skating,Short Track Speed Skating,"LEBLANC-BOUCHER, Anouk",Canada,Women,500M,Bronze
2006,Turin,Skating,Short Track Speed Skating,"WANG, Meng",China,Women,500M,Gold
2006,Turin,Skating,Short Track Speed Skating,"RADANOVA, Evgenia",Bulgaria,Women,500M,Silver
2006,Turin,Skating,Speed skating,"VERHEIJEN, Carl",Netherlands,Men,10000M,Bronze
2006,Turin,Skating,Speed skating,"de JONG, Bob",Netherlands,Men,10000M,Gold
2006,Turin,Skating,Speed skating,"HEDRICK, Chad",United States,Men,10000M,Silver
2006,Turin,Skating,Speed skating,"WENNEMARS, Erben",Netherlands,Men,1000M,Bronze
2006,Turin,Skating,Speed skating,"DAVIS, Shani",United States,Men,1000M,Gold
2006,Turin,Skating,Speed skating,"CHEEK, Joey",United States,Men,1000M,Silver
2006,Turin,Skating,Speed skating,"FRIESINGER-POSTMA, Anna",Germany,Women,1000M,Bronze
2006,Turin,Skating,Speed skating,"TIMMER, Marianne",Netherlands,Women,1000M,Gold
2006,Turin,Skating,Speed skating,"KLASSEN, Cindy",Canada,Women,1000M,Silver
2006,Turin,Skating,Speed skating,"HEDRICK, Chad",United States,Men,1500M,Bronze
2006,Turin,Skating,Speed skating,"FABRIS, Enrico",Italy,Men,1500M,Gold
2006,Turin,Skating,Speed skating,"DAVIS, Shani",United States,Men,1500M,Silver
2006,Turin,Skating,Speed skating,"WUST, Ireen",Netherlands,Women,1500M,Bronze
2006,Turin,Skating,Speed skating,"KLASSEN, Cindy",Canada,Women,1500M,Gold
2006,Turin,Skating,Speed skating,"GROVES, Kristina",Canada,Women,1500M,Silver
2006,Turin,Skating,Speed skating,"KLASSEN, Cindy",Canada,Women,3000M,Bronze
2006,Turin,Skating,Speed skating,"WUST, Ireen",Netherlands,Women,3000M,Gold
2006,Turin,Skating,Speed skating,"GROENEWOLD, Renate",Netherlands,Women,3000M,Silver
2006,Turin,Skating,Speed skating,"FABRIS, Enrico",Italy,Men,5000M,Bronze
2006,Turin,Skating,Speed skating,"HEDRICK, Chad",United States,Men,5000M,Gold
2006,Turin,Skating,Speed skating,"KRAMER, Sven",Netherlands,Men,5000M,Silver
2006,Turin,Skating,Speed skating,"KLASSEN, Cindy",Canada,Women,5000M,Bronze
2006,Turin,Skating,Speed skating,"HUGHES, Clara",Canada,Women,5000M,Gold
2006,Turin,Skating,Speed skating,"PECHSTEIN, Claudia",Germany,Women,5000M,Silver
2006,Turin,Skating,Speed skating,"LEE, Kang Seok","Korea, South",Men,500M,Bronze
2006,Turin,Skating,Speed skating,"CHEEK, Joey",United States,Men,500M,Gold
2006,Turin,Skating,Speed skating,"DOROFEYEV, Dmitry",Russia,Men,500M,Silver
2006,Turin,Skating,Speed skating,"REN, Hui",China,Women,500M,Bronze
2006,Turin,Skating,Speed skating,"ZHUROVA, Svetlana",Russia,Women,500M,Gold
2006,Turin,Skating,Speed skating,"WANG, Manli",China,Women,500M,Silver
2006,Turin,Skating,Speed skating,"KRAMER, Sven",Netherlands,Men,Team Pursuit,Bronze
2006,Turin,Skating,Speed skating,"RITSMA, Rintje",Netherlands,Men,Team Pursuit,Bronze
2006,Turin,Skating,Speed skating,"TUITERT, Mark",Netherlands,Men,Team Pursuit,Bronze
2006,Turin,Skating,Speed skating,"VERHEIJEN, Carl",Netherlands,Men,Team Pursuit,Bronze
2006,Turin,Skating,Speed skating,"WENNEMARS, Erben",Netherlands,Men,Team Pursuit,Bronze
2006,Turin,Skating,Speed skating,"ANESI, Matteo",Italy,Men,Team Pursuit,Gold
2006,Turin,Skating,Speed skating,"DONAGRANDI, Stefano",Italy,Men,Team Pursuit,Gold
2006,Turin,Skating,Speed skating,"FABRIS, Enrico",Italy,Men,Team Pursuit,Gold
2006,Turin,Skating,Speed skating,"SANFRATELLO, Ippolito",Italy,Men,Team Pursuit,Gold
2006,Turin,Skating,Speed skating,"DANKERS, Arne",Canada,Men,Team Pursuit,Silver
2006,Turin,Skating,Speed skating,"ELM, Steven",Canada,Men,Team Pursuit,Silver
2006,Turin,Skating,Speed skating,"MORRISON, Denny",Canada,Men,Team Pursuit,Silver
2006,Turin,Skating,Speed skating,"PARKER, Jason",Canada,Men,Team Pursuit,Silver
2006,Turin,Skating,Speed skating,"WARSYLEWICZ, Justin",Canada,Men,Team Pursuit,Silver
2006,Turin,Skating,Speed skating,"ABRAMOVA, Yekaterina",Russia,Women,Team Pursuit,Bronze
2006,Turin,Skating,Speed skating,"BARYSHEVA, Varvara",Russia,Women,Team Pursuit,Bronze
2006,Turin,Skating,Speed skating,"LIKHACHOVA, Galina",Russia,Women,Team Pursuit,Bronze
2006,Turin,Skating,Speed skating,"LOBYSHEVA, Yekaterina",Russia,Women,Team Pursuit,Bronze
2006,Turin,Skating,Speed skating,"VYSOKOVA, Svetlana",Russia,Women,Team Pursuit,Bronze
2006,Turin,Skating,Speed skating,"ANSCHUETZ THOMS, Daniela",Germany,Women,Team Pursuit,Gold
2006,Turin,Skating,Speed skating,"FRIESINGER-POSTMA, Anna",Germany,Women,Team Pursuit,Gold
2006,Turin,Skating,Speed skating,"OPITZ, Lucille",Germany,Women,Team Pursuit,Gold
2006,Turin,Skating,Speed skating,"PECHSTEIN, Claudia",Germany,Women,Team Pursuit,Gold
2006,Turin,Skating,Speed skating,"VOELKER, Sabine",Germany,Women,Team Pursuit,Gold
2006,Turin,Skating,Speed skating,"GROVES, Kristina",Canada,Women,Team Pursuit,Silver
2006,Turin,Skating,Speed skating,"HUGHES, Clara",Canada,Women,Team Pursuit,Silver
2006,Turin,Skating,Speed skating,"KLASSEN, Cindy",Canada,Women,Team Pursuit,Silver
2006,Turin,Skating,Speed skating,"NESBITT, Christine",Canada,Women,Team Pursuit,Silver
2006,Turin,Skating,Speed skating,"REMPEL, Shannon",Canada,Women,Team Pursuit,Silver
2006,Turin,Skiing,Alpine Skiing,"SCHOENFELDER, Rainer",Austria,Men,Alpine Combined,Bronze
2006,Turin,Skiing,Alpine Skiing,"LIGETY, Ted",United States,Men,Alpine Combined,Gold
2006,Turin,Skiing,Alpine Skiing,"KOSTELIC, Ivica",Croatia,Men,Alpine Combined,Silver
2006,Turin,Skiing,Alpine Skiing,"PAERSON, Anja",Sweden,Women,Alpine Combined,Bronze
2006,Turin,Skiing,Alpine Skiing,"KOSTELIC, Janica",Croatia,Women,Alpine Combined,Gold
2006,Turin,Skiing,Alpine Skiing,"SCHILD, Marlies",Austria,Women,Alpine Combined,Silver
2006,Turin,Skiing,Alpine Skiing,"KERNEN, Bruno",Switzerland,Men,Downhill,Bronze
2006,Turin,Skiing,Alpine Skiing,"DENERIAZ, Antoine",France,Men,Downhill,Gold
2006,Turin,Skiing,Alpine Skiing,"WALCHHOFER, Michael",Austria,Men,Downhill,Silver
2006,Turin,Skiing,Alpine Skiing,"PAERSON, Anja",Sweden,Women,Downhill,Bronze
2006,Turin,Skiing,Alpine Skiing,"DORFMEISTER, Michaela",Austria,Women,Downhill,Gold
2006,Turin,Skiing,Alpine Skiing,"SCHILD, Martina",Switzerland,Women,Downhill,Silver
2006,Turin,Skiing,Alpine Skiing,"MAIER, Hermann",Austria,Men,Giant Slalom,Bronze
2006,Turin,Skiing,Alpine Skiing,"RAICH, Benjamin",Austria,Men,Giant Slalom,Gold
2006,Turin,Skiing,Alpine Skiing,"CHENAL, Joel",France,Men,Giant Slalom,Silver
2006,Turin,Skiing,Alpine Skiing,"OTTOSSON, Anna",Sweden,Women,Giant Slalom,Bronze
2006,Turin,Skiing,Alpine Skiing,"MANCUSO, Julia",United States,Women,Giant Slalom,Gold
2006,Turin,Skiing,Alpine Skiing,"POUTIAINEN, Tanja",Finland,Women,Giant Slalom,Silver
2006,Turin,Skiing,Alpine Skiing,"SCHOENFELDER, Rainer",Austria,Men,Slalom,Bronze
2006,Turin,Skiing,Alpine Skiing,"RAICH, Benjamin",Austria,Men,Slalom,Gold
2006,Turin,Skiing,Alpine Skiing,"HERBST, Reinfried",Austria,Men,Slalom,Silver
2006,Turin,Skiing,Alpine Skiing,"SCHILD, Marlies",Austria,Women,Slalom,Bronze
2006,Turin,Skiing,Alpine Skiing,"PAERSON, Anja",Sweden,Women,Slalom,Gold
2006,Turin,Skiing,Alpine Skiing,"HOSP, Nicole",Austria,Women,Slalom,Silver
2006,Turin,Skiing,Alpine Skiing,"HOFFMANN, Ambrosi",Switzerland,Men,Super-G,Bronze
2006,Turin,Skiing,Alpine Skiing,"AAMODT, Kjetil Andre",Norway,Men,Super-G,Gold
2006,Turin,Skiing,Alpine Skiing,"MAIER, Hermann",Austria,Men,Super-G,Silver
2006,Turin,Skiing,Alpine Skiing,"MEISSNITZER, Alexandra",Austria,Women,Super-G,Bronze
2006,Turin,Skiing,Alpine Skiing,"DORFMEISTER, Michaela",Austria,Women,Super-G,Gold
2006,Turin,Skiing,Alpine Skiing,"KOSTELIC, Janica",Croatia,Women,Super-G,Silver
2006,Turin,Skiing,Cross Country Skiing,"PEDERSEN, Hilde G",Norway,Women,10KM,Bronze
2006,Turin,Skiing,Cross Country Skiing,"SMIGUN, Kristina",Estonia,Women,10KM,Gold
2006,Turin,Skiing,Cross Country Skiing,"BJORGEN, Marit",Norway,Women,10KM,Silver
2006,Turin,Skiing,Cross Country Skiing,"ANGERER, Tobias",Germany,Men,15KM,Bronze
2006,Turin,Skiing,Cross Country Skiing,"VEERPALU, Andrus",Estonia,Men,15KM,Gold
2006,Turin,Skiing,Cross Country Skiing,"BAUER, Lukas",Czech Republic,Men,15KM,Silver
2006,Turin,Skiing,Cross Country Skiing,"KOWALCZYK, Justyna",Poland,Women,30KM,Bronze
2006,Turin,Skiing,Cross Country Skiing,"NEUMANNOVA, Katerina",Czech Republic,Women,30KM,Gold
2006,Turin,Skiing,Cross Country Skiing,"TCHEPALOVA, Julija",Russia,Women,30KM,Silver
2006,Turin,Skiing,Cross Country Skiing,"FREDRIKSSON, Mathias",Sweden,Men,4X10KM Relay,Bronze
2006,Turin,Skiing,Cross Country Skiing,"LARSSON, Mats",Sweden,Men,4X10KM Relay,Bronze
2006,Turin,Skiing,Cross Country Skiing,"OLSSON, Johan",Sweden,Men,4X10KM Relay,Bronze
2006,Turin,Skiing,Cross Country Skiing,"SOEDERGREN, Anders",Sweden,Men,4X10KM Relay,Bronze
2006,Turin,Skiing,Cross Country Skiing,"DI CENTA, Giorgio",Italy,Men,4X10KM Relay,Gold
2006,Turin,Skiing,Cross Country Skiing,"PILLER COTTRER, Pietro",Italy,Men,4X10KM Relay,Gold
2006,Turin,Skiing,Cross Country Skiing,"VALBUSA, Fulvio",Italy,Men,4X10KM Relay,Gold
2006,Turin,Skiing,Cross Country Skiing,"ZORZI, Cristian",Italy,Men,4X10KM Relay,Gold
2006,Turin,Skiing,Cross Country Skiing,"ANGERER, Tobias",Germany,Men,4X10KM Relay,Silver
2006,Turin,Skiing,Cross Country Skiing,"FILBRICH, Jens",Germany,Men,4X10KM Relay,Silver
2006,Turin,Skiing,Cross Country Skiing,"SCHLUETTER, Andreas",Germany,Men,4X10KM Relay,Silver
2006,Turin,Skiing,Cross Country Skiing,"SOMMERFELDT, Rene",Germany,Men,4X10KM Relay,Silver
2006,Turin,Skiing,Cross Country Skiing,"CONFORTOLA, Antonella",Italy,Women,4X5KM Relay,Bronze
2006,Turin,Skiing,Cross Country Skiing,"FOLLIS, Arianna",Italy,Women,4X5KM Relay,Bronze
2006,Turin,Skiing,Cross Country Skiing,"PARUZZI, Gabriella",Italy,Women,4X5KM Relay,Bronze
2006,Turin,Skiing,Cross Country Skiing,"VALBUSA, Sabina",Italy,Women,4X5KM Relay,Bronze
2006,Turin,Skiing,Cross Country Skiing,"BARANOVA-MASOLKINA, Natalia",Russia,Women,4X5KM Relay,Gold
2006,Turin,Skiing,Cross Country Skiing,"KURKINA, Larisa",Russia,Women,4X5KM Relay,Gold
2006,Turin,Skiing,Cross Country Skiing,"MEDVEDEVA-ABRUZOVA, Evgenia",Russia,Women,4X5KM Relay,Gold
2006,Turin,Skiing,Cross Country Skiing,"TCHEPALOVA, Julija",Russia,Women,4X5KM Relay,Gold
2006,Turin,Skiing,Cross Country Skiing,"BAUER, Viola",Germany,Women,4X5KM Relay,Silver
2006,Turin,Skiing,Cross Country Skiing,"BOEHLER, Stefanie",Germany,Women,4X5KM Relay,Silver
2006,Turin,Skiing,Cross Country Skiing,"KUENZEL, Claudia",Germany,Women,4X5KM Relay,Silver
2006,Turin,Skiing,Cross Country Skiing,"SACHENBACHER STEHLE, Evi",Germany,Women,4X5KM Relay,Silver
2006,Turin,Skiing,Cross Country Skiing,"BOTWINOV, Mikhail",Austria,Men,50KM,Bronze
2006,Turin,Skiing,Cross Country Skiing,"DI CENTA, Giorgio",Italy,Men,50KM,Gold
2006,Turin,Skiing,Cross Country Skiing,"DEMENTIEV, Eugeni",Russia,Men,50KM,Silver
2006,Turin,Skiing,Cross Country Skiing,"PILLER COTTRER, Pietro",Italy,Men,Combined 15 + 15KM Mass Start,Bronze
2006,Turin,Skiing,Cross Country Skiing,"DEMENTIEV, Eugeni",Russia,Men,Combined 15 + 15KM Mass Start,Gold
2006,Turin,Skiing,Cross Country Skiing,"ESTIL, Frode",Norway,Men,Combined 15 + 15KM Mass Start,Silver
2006,Turin,Skiing,Cross Country Skiing,"MEDVEDEVA-ABRUZOVA, Evgenia",Russia,Women,Combined 7.5 + 7.5Km Mass Start,Bronze
2006,Turin,Skiing,Cross Country Skiing,"SMIGUN, Kristina",Estonia,Women,Combined 7.5 + 7.5Km Mass Start,Gold
2006,Turin,Skiing,Cross Country Skiing,"NEUMANNOVA, Katerina",Czech Republic,Women,Combined 7.5 + 7.5Km Mass Start,Silver
2006,Turin,Skiing,Cross Country Skiing,"FREDRIKSSON, Thobias",Sweden,Men,Sprint 1.5KM,Bronze
2006,Turin,Skiing,Cross Country Skiing,"LIND, Bjoern",Sweden,Men,Sprint 1.5KM,Gold
2006,Turin,Skiing,Cross Country Skiing,"DARRAGON, Roddy",France,Men,Sprint 1.5KM,Silver
2006,Turin,Skiing,Cross Country Skiing,"SIDKO, Alena",Russia,Women,Sprint 1.5KM,Bronze
2006,Turin,Skiing,Cross Country Skiing,"CRAWFORD, Chandra",Canada,Women,Sprint 1.5KM,Gold
2006,Turin,Skiing,Cross Country Skiing,"KUENZEL, Claudia",Germany,Women,Sprint 1.5KM,Silver
2006,Turin,Skiing,Cross Country Skiing,"ALYPOV, Ivan",Russia,Men,Team Sprint,Bronze
2006,Turin,Skiing,Cross Country Skiing,"ROTCHEV, Vassili",Russia,Men,Team Sprint,Bronze
2006,Turin,Skiing,Cross Country Skiing,"FREDRIKSSON, Thobias",Sweden,Men,Team Sprint,Gold
2006,Turin,Skiing,Cross Country Skiing,"LIND, Bjoern",Sweden,Men,Team Sprint,Gold
2006,Turin,Skiing,Cross Country Skiing,"HETLAND, Tor Arne",Norway,Men,Team Sprint,Silver
2006,Turin,Skiing,Cross Country Skiing,"SVARTEDAL, Jens Arne",Norway,Men,Team Sprint,Silver
2006,Turin,Skiing,Cross Country Skiing,"KUITUNEN, Virpi",Finland,Women,Team Sprint,Bronze
2006,Turin,Skiing,Cross Country Skiing,"SAARINEN, Aino Kaisa",Finland,Women,Team Sprint,Bronze
2006,Turin,Skiing,Cross Country Skiing,"ANDERSSON, Lina",Sweden,Women,Team Sprint,Gold
2006,Turin,Skiing,Cross Country Skiing,"DAHLBERG, Anna",Sweden,Women,Team Sprint,Gold
2006,Turin,Skiing,Cross Country Skiing,"RENNER, Sara",Canada,Women,Team Sprint,Silver
2006,Turin,Skiing,Cross Country Skiing,"SCOTT, Beckie",Canada,Women,Team Sprint,Silver
2006,Turin,Skiing,Freestyle Skiing,"LEBEDEV, Vladimir",Russia,Men,Aerials,Bronze
2006,Turin,Skiing,Freestyle Skiing,"HAN, Xiaopeng",China,Men,Aerials,Gold
2006,Turin,Skiing,Freestyle Skiing,"DASHINSKI, Dmitri",Belarus,Men,Aerials,Silver
2006,Turin,Skiing,Freestyle Skiing,"CAMPLIN, Alisa",Australia,Women,Aerials,Bronze
2006,Turin,Skiing,Freestyle Skiing,"LEU, Evelyne",Switzerland,Women,Aerials,Gold
2006,Turin,Skiing,Freestyle Skiing,"LI, Nina",China,Women,Aerials,Silver
2006,Turin,Skiing,Freestyle Skiing,"DAWSON, Toby",United States,Men,Moguls,Bronze
2006,Turin,Skiing,Freestyle Skiing,"BEGG-SMITH, Dale",Australia,Men,Moguls,Gold
2006,Turin,Skiing,Freestyle Skiing,"RONKAINEN, Mikko",Finland,Men,Moguls,Silver
2006,Turin,Skiing,Freestyle Skiing,"LAOURA, Sandra",France,Women,Moguls,Bronze
2006,Turin,Skiing,Freestyle Skiing,"HEIL, Jennifer",Canada,Women,Moguls,Gold
2006,Turin,Skiing,Freestyle Skiing,"TRAA, Kari",Norway,Women,Moguls,Silver
2006,Turin,Skiing,Nordic Combined,"MOAN, Magnus H.",Norway,Men,Individual,Bronze
2006,Turin,Skiing,Nordic Combined,"HETTICH, Georg",Germany,Men,Individual,Gold
2006,Turin,Skiing,Nordic Combined,"GOTTWALD, Felix",Austria,Men,Individual,Silver
2006,Turin,Skiing,Nordic Combined,"HETTICH, Georg",Germany,Men,Individual Sprint,Bronze
2006,Turin,Skiing,Nordic Combined,"GOTTWALD, Felix",Austria,Men,Individual Sprint,Gold
2006,Turin,Skiing,Nordic Combined,"MOAN, Magnus H.",Norway,Men,Individual Sprint,Silver
2006,Turin,Skiing,Nordic Combined,"KOIVURANTA, Anssi",Finland,Men,Team,Bronze
2006,Turin,Skiing,Nordic Combined,"KUISMA, Antti",Finland,Men,Team,Bronze
2006,Turin,Skiing,Nordic Combined,"MANNINEN, Hannu",Finland,Men,Team,Bronze
2006,Turin,Skiing,Nordic Combined,"TALLUS, Jaakko",Finland,Men,Team,Bronze
2006,Turin,Skiing,Nordic Combined,"BIELER, Christoph",Austria,Men,Team,Gold
2006,Turin,Skiing,Nordic Combined,"GOTTWALD, Felix",Austria,Men,Team,Gold
2006,Turin,Skiing,Nordic Combined,"GRUBER, Michael",Austria,Men,Team,Gold
2006,Turin,Skiing,Nordic Combined,"STECHER, Mario",Austria,Men,Team,Gold
2006,Turin,Skiing,Nordic Combined,"ACKERMANN, Ronny",Germany,Men,Team,Silver
2006,Turin,Skiing,Nordic Combined,"GAISER, Jens",Germany,Men,Team,Silver
2006,Turin,Skiing,Nordic Combined,"HETTICH, Georg",Germany,Men,Team,Silver
2006,Turin,Skiing,Nordic Combined,"KIRCHEISEN, Bjoern",Germany,Men,Team,Silver
2006,Turin,Skiing,Ski Jumping,"BYSTOEL, Lars",Norway,Men,K120 Individual (90M),Bronze
2006,Turin,Skiing,Ski Jumping,"MORGENSTERN, Thomas",Austria,Men,K120 Individual (90M),Gold
2006,Turin,Skiing,Ski Jumping,"KOFLER, Andreas",Austria,Men,K120 Individual (90M),Silver
2006,Turin,Skiing,Ski Jumping,"BYSTOEL, Lars",Norway,Men,K120 Team (90M),Bronze
2006,Turin,Skiing,Ski Jumping,"INGEBRIGTSEN, Tommy",Norway,Men,K120 Team (90M),Bronze
2006,Turin,Skiing,Ski Jumping,"LJOEKELSOEY, Roar",Norway,Men,K120 Team (90M),Bronze
2006,Turin,Skiing,Ski Jumping,"ROMOEREN, Bjoern Einar",Norway,Men,K120 Team (90M),Bronze
2006,Turin,Skiing,Ski Jumping,"KOCH, Martin",Austria,Men,K120 Team (90M),Gold
2006,Turin,Skiing,Ski Jumping,"KOFLER, Andreas",Austria,Men,K120 Team (90M),Gold
2006,Turin,Skiing,Ski Jumping,"MORGENSTERN, Thomas",Austria,Men,K120 Team (90M),Gold
2006,Turin,Skiing,Ski Jumping,"WIDHOELZL, Andreas",Austria,Men,K120 Team (90M),Gold
2006,Turin,Skiing,Ski Jumping,"AHONEN, Janne",Finland,Men,K120 Team (90M),Silver
2006,Turin,Skiing,Ski Jumping,"HAPPONEN, Janne",Finland,Men,K120 Team (90M),Silver
2006,Turin,Skiing,Ski Jumping,"HAUTAMAEKI, Matti",Finland,Men,K120 Team (90M),Silver
2006,Turin,Skiing,Ski Jumping,"KIURU, Tami",Finland,Men,K120 Team (90M),Silver
2006,Turin,Skiing,Ski Jumping,"LJOEKELSOEY, Roar",Norway,Men,K90 Individual (70M),Bronze
2006,Turin,Skiing,Ski Jumping,"BYSTOEL, Lars",Norway,Men,K90 Individual (70M),Gold
2006,Turin,Skiing,Ski Jumping,"HAUTAMAEKI, Matti",Finland,Men,K90 Individual (70M),Silver
2006,Turin,Skiing,Snowboard,"GRABNER, Siegfried",Austria,Men,Giant Parallel Slalom,Bronze
2006,Turin,Skiing,Snowboard,"SCHOCH, Philipp",Switzerland,Men,Giant Parallel Slalom,Gold
2006,Turin,Skiing,Snowboard,"SCHOCH, Simon",Switzerland,Men,Giant Parallel Slalom,Silver
2006,Turin,Skiing,Snowboard,"FLETCHER, Rosey",United States,Women,Giant Parallel Slalom,Bronze
2006,Turin,Skiing,Snowboard,"MEULI, Daniela",Switzerland,Women,Giant Parallel Slalom,Gold
2006,Turin,Skiing,Snowboard,"KOBER, Amelie",Germany,Women,Giant Parallel Slalom,Silver
2006,Turin,Skiing,Snowboard,"KOSKI, Markku",Finland,Men,Half-Pipe,Bronze
2006,Turin,Skiing,Snowboard,"WHITE, Shaun",United States,Men,Half-Pipe,Gold
2006,Turin,Skiing,Snowboard,"KASS, Danny",United States,Men,Half-Pipe,Silver
2006,Turin,Skiing,Snowboard,"BUAAS, Kjersti",Norway,Women,Half-Pipe,Bronze
2006,Turin,Skiing,Snowboard,"TETER, Hannah",United States,Women,Half-Pipe,Gold
2006,Turin,Skiing,Snowboard,"BLEILER, Gretchen",United States,Women,Half-Pipe,Silver
2006,Turin,Skiing,Snowboard,"DELERUE, Paul-Henri",France,Men,Snowboard Cross,Bronze
2006,Turin,Skiing,Snowboard,"WESCOTT, Seth",United States,Men,Snowboard Cross,Gold
2006,Turin,Skiing,Snowboard,"ZIDEK, Radoslav",Slovakia,Men,Snowboard Cross,Silver
2006,Turin,Skiing,Snowboard,"MALTAIS, Dominique",Canada,Women,Snowboard Cross,Bronze
2006,Turin,Skiing,Snowboard,"FRIEDEN, Tanja",Switzerland,Women,Snowboard Cross,Gold
